Numer zadania,Nazwa zadania,Numer pola,£azik,Czas wystawienia,Czas zrealizowania
2,explore_point,explore_point_-3.0_-2.5,Rover1,0.0,12.250000000000039
4,explore_point,explore_point_-3.0_-1.5,Rover1,12.800000000000047,20.500000000000156
5,explore_point,explore_point_-3.0_-1.0,Rover1,21.050000000000164,24.550000000000214
3,explore_point,explore_point_-3.0_-2.0,Rover2,0.0,25.65000000000023
6,explore_point,explore_point_-3.0_-0.5,Rover1,25.10000000000022,30.250000000000295
8,explore_point,explore_point_-3.0_0.5,Rover1,30.800000000000303,39.299999999999905
7,explore_point,explore_point_-3.0_0.0,Rover2,26.200000000000237,40.39999999999984
9,explore_point,explore_point_-3.0_1.0,Rover1,39.84999999999987,44.399999999999615
10,explore_point,explore_point_-3.0_1.5,Rover2,40.94999999999981,52.09999999999918
11,explore_point,explore_point_-3.0_2.0,Rover1,44.949999999999584,53.09999999999912
12,explore_point,explore_point_-3.0_2.5,Rover2,52.999999999999126,60.79999999999868
13,explore_point,explore_point_-3.0_3.0,Rover1,53.64999999999909,62.39999999999859
